,E11.5_XX_WT_rep1,E11.5_XX_WT_rep2,E11.5_XY_WT_rep1,E12.5_XX_WT_rep1,E12.5_XX_WT_rep2,E12.5_XY_WT_rep1,E12.5_XY_WT_rep2,E13.5_XX_WT_rep1,E13.5_XX_WT_rep2,E13.5_XX_WT_rep3,E13.5_XY_WT_rep1,E13.5_XY_WT_rep2
Defb47,0,0,0,0,0,0,0,0,0,0,0,0
Defb48,0,0,0,0,0,0,0,0,0,0,0.96,0.1
Gm12359,0.44,0.15,0.82,0.08,0.34,0.14,0.29,0.25,0.25,0.21,0.11,0.12
Gm16409,0.26,0.16,0.56,0.5,1.11,0.85,0.26,0.96,0.91,0.77,0.48,0.22
Gm11531,0,0.21,0,0.13,0.14,0.3,0.24,0.09,0.14,0.21,0.1,0.24
Hoxb2,6.05,3.48,4.95,0.57,0.53,0.31,0.82,0.84,0.7,0.6,0.33,0.5
Nrbp2,15.27,7.14,19.51,10.67,16.47,22.97,41.55,11.75,14.79,12.59,16.87,21.18
Gm10874,0.69,0.35,0.57,0.11,0.56,0.27,0.36,0.72,0.43,0.13,0.49,0.21
Nynrin,45.7,26.34,44.62,14.35,26.82,16.24,28.94,12.43,16.68,22.79,15.43,17.76
Gal3st4,1.06,0.28,1.33,0.16,0.57,0.16,0.17,0.61,0.59,0.69,0.28,0.12
Zfp652,24.53,21.65,22,16.12,24.8,16.77,23.08,15.16,23.93,31.5,19.89,22.84
Smok3c,0,0,0,0,0,0,0,0,0,0,0,0
Smok3a,0,0,0,0,0,0,0,0,0,0,0,0
Zc3h3,6.29,4.77,11.54,3.19,5.56,2.91,5.79,5.43,7.59,3.45,8.67,4.61
Ly6a,6.32,3.79,10.69,1.66,0.51,1.14,1.13,0.81,0.4,0.6,0.31,0.6
Cyp11b1,0.1,0.11,0.04,0,0,0.01,0.06,0,0,0.01,6.71,3.62
Slurp2,0,0.07,0,0,0,0,0,0,0,0,0,0
Gm7935,0.89,0.45,0.85,0.39,0.41,0.42,0.37,0.44,0.9,0.27,0.66,0.88
Tmem92,0,0,0,0,0,0,0,0,0,0,0,0
Selenot,82.79,58.23,84.04,59.06,86.59,55.45,74.05,74.42,80.19,74.4,47.41,66.21
Selenos,34.21,31.41,47.33,29.08,37.94,38.79,38.73,32.34,27.73,35.86,37.22,37.21
Selenom,16.9,9.85,25.72,9.35,12.36,14.26,20.16,19.15,14.72,13.22,15.88,16.05
Selenoi,24.37,16.04,21.79,16.45,33.1,15.55,24.97,16.41,22.16,22.15,21.17,21.66
Txnrd2,18.8,11.13,17.17,15.64,22.27,11.78,21.25,18.82,19.49,20.37,25.46,19.64
Msrb1,13.17,13.35,14.52,15.96,12.48,15.3,13.41,19.14,13.71,14.11,13.6,16.09
Gpx4,164.16,155.31,199.56,172.06,212.98,156.62,184.77,227.94,177.98,141.99,188.87,187.07
Dio3,0.22,0.04,0.16,1.04,2.12,0.61,0.69,2.14,1.21,1.27,0.59,1.05
Gm23741,0,0,0,0,0,0,0,0,0,0,0,0
Gm23254,0,0,0,0,0,0,0,0,0,0,0,0
Gm22589,0,0,0,0,0,0,0,0,0,0,0,0
Gm23691,0,0,0,0,0,0,0,0,0,0,0,0
Gm23692,0,0,0,0,0,0,0,0,0,0,2.58,0
Gm22004,0,0,0,0,0,0,0,0,0,0,0,0
Gm22005,0,0,0,0,0,0,0,0,0,0,0,0
n-R5s1,0,0,0,0,0,0,0,0,0,0,0,0
Gm23941,0,0,0,0,0,0,0,0,0,0,0,0
Gm23940,0,0,0,0,0,0,0,0,0,0,0,0
Gm24423,0,0,0,0,0,0,0,0,0,0,0,0
Gm23422,0,0,0,0,0,0,0,0,0,0,0,0
Gm23423,0,0,0,0,0,0,0,0,0,0,0,0
Gm25089,0,0,0,0,0,0,0,0,0,0,0,0
Gm24121,0,0,0,0,0,0,0,0,0,0,0,0
Mir547,0,0,0,0,0,0,0,0,0,0,0,0
Mir376c,0,0,0,0,0,0,0,0,0,0,0,0
Mir688,0,0,0,0,0,0,0,0,0,0,0,0
Mir615,0,0,0,0,0,0,0,0,0,0,0,0
Mir652,0,0,0,0,0,0,0,0,0,0,0,0
Mir705,0,0,0,0,0,0,0,0,0,0,0,0
Mir669a-2,0,0,0,0,0,0,0,0,0,0,0,0
Mir669a-3,0,0,0,0,0,0,0,0,0,0,0,0
Mir692-3,0,0,0,0,0,0,0,0,0,0,0,0
Mir20b,0,0,0,0,0,0,0,0,0,0,0,0
Mir710,0,0,0,0,0,0,0,0,0,0,0,0
Mir598,0,0,0,0,0,0,0,0,0,0,0,0
Mir450b,0,0,0,0,0,0,0,0,0,0,0,0
Mir707,0,0,0,0,0,0,0,0,0,0,0,0
Mir541,0,0,0,0,0,0,0,0,0,0,0,0
Mir704,0,0,0,0,0,0,0,0,0,0,0,0
Mir92-1,0,0,0,0,0,0,0,0,0,0,0,0
Mir539,0,0,0,0,0,0,0,0,0,0,0,0
Mir690,0,0,0,0,0,0,0,0,0,0,0,0
Mir681,0,0,0,0,0,0,0,0,0,0,0,0
Mir223,0,0,0,0,0,0,0,0,0,0,0,0
Mir592,0,0,0,0,0,0,0,0,0,0,0,0
Mir678,0,0,0,0,0,0,0,0,0,0,0,0
Mir669c,0,0,0,0,0,0,0,0,0,0,0,0
Mir698,0,0,0,0,0,0,0,0,0,0,0,0
Mir551b,0,0,0,0,0,0,0,0,0,0,0,0
Mir687,0,0,0,0,0,0,0,0,0,0,0,0
Mir503,0,0,0,0,0,0,0,0,0,0,0,0
Mir700,0,0,0,0,0,0,0,0,0,0,0,0
Mir669b,0,0,0,0,0,0,0,0,0,0,0,0
Mir718,0,0,0,0,0,0,0,0,0,0,0,0
Mir686,0,0,0,0,0,0,0,0,0,0,0,0
Mir542,0,0,0,0,0,0,0,0,0,0,0,0
Mir693,0,0,0,0,0,0,0,0,0,0,0,0
Mir711,0,0,0,0,0,0,0,0,0,0,0,0
Mir708,0,0,0,0,0,0,0,0,0,0,0,0
Mir709,0,0,0,0,0,0,0,0,0,0,0,0
Mir679,0,0,0,0,0,0,0,0,0,0,0,0
Mir449c,0,0,0,0,0,0,0,0,0,0,0,0
Mir694,0,0,0,0,0,0,0,0,0,0,0,0
Mir701,0,0,0,0,0,0,0,0,0,0,0,0
Mir680-1,0,0,0,0,0,0,0,0,0,0,0,0
Mir717,0,0,0,0,0,0,0,0,0,0,0,0
Mir695,0,0,0,0,0,0,0,0,0,0,0,0
Mir706,0,0,0,0,0,0,0,0,0,0,0,0
Mir692-1,0,0,0,0,0,0,0,0,0,0,0,0
Mir487b,0,0,0,0,0,0,0,0,0,0,0,0
Mir297b,0,0,0,0,0,0,0,0,0,0,0,0
Mir682,0,0,0,0,0,0,0,0,0,0,0,0
Mir702,0,0,0,0,0,0,0,0,0,0,0,0
Mir543,0,0,0,0,0,0,0,0,0,0,0,0
Mir501,0,0,0,0,0,0,0,0,0,0,0,0
Mir302b,0,0,0,0,0,0,0,0,0,0,0,0
Mir680-3,0,0,0,0,0,0,0,0,0,0,0,0
Mir92b,0,0,0,0,0,0,0,0,0,0,0,0
Mir19b-1,0,0,0,0,0,0,0,0,0,0,0,0
Mir374b,0,0,0,0,0,0,0,0,0,0,0,0
Mir719,0,0,0,0,0,0,0,0,0,0,54.68,0
Mir697,0,0,0,0,0,0,0,0,0,0,0,0
Mir666,0,0,0,0,0,0,0,0,0,0,0,0
Mir675,0,0,0,0,0,0,0,0,0,0,0,0
Mir672,0,0,0,0,0,0,0,0,0,0,0,0
Mir301b,0,0,0,0,0,0,0,0,0,0,0,0
Mir147,0,0,0,0,0,0,0,0,0,0,0,0
Mir499,0,0,0,0,0,0,0,0,0,0,0,0
Mir665,0,0,0,0,0,0,0,0,0,0,0,0
Mir343,0,0,0,0,0,0,0,0,0,0,0,0
Mir673,0,0,0,0,0,0,0,0,0,0,0,0
Mir216b,0,0,0,0,0,0,0,0,0,0,0,0
Mir599,0,0,0,0,0,0,0,0,0,0,0,0
Mir670,0,0,0,0,0,0,0,0,0,0,0,0
Mir181d,0,0,0,0,0,0,0,0,0,0,0,0
Mir653,0,0,0,0,0,0,0,0,0,0,0,0
Mir182,0,0,0,0,0,0,0,0,0,0,0,0
Mir568,0,0,0,0,0,0,0,0,0,0,0,0
Mir674,0,0,0,0,0,0,0,0,0,0,0,0
Mir190a,0,0,0,0,0,0,0,0,0,0,0,0
Mir671,0,0,0,0,0,0,0,0,0,0,0,0
Mir667,0,0,0,0,0,0,0,0,0,0,0,0
Mir676,0,0,0,0,0,0,0,0,0,0,0,0
Mir450-2,0,0,0,0,0,0,0,0,0,0,0,0
Hus1b,0.09,0.1,0.12,0.16,0.25,0.44,0.13,1.31,3.25,2.85,0.99,0.9
Sox4,99.57,55.17,107.64,39.77,70.47,43.58,72.36,46.6,57.64,55.56,58.19,57.7
Ywhaq,304.67,546.55,355.14,426.09,284.27,673.13,361.02,227.38,236.48,544.4,623.1,618.41
Cep295nl,0.14,0.11,0.05,0.04,0.12,0.05,0.08,0.08,0.06,0.1,0.08,0.08
Wfdc3,0.26,0.1,0.71,0.02,0.14,0.48,1.27,0.36,0.36,0.24,0.36,1.11
Acsf2,19.4,5.37,20.04,7.27,26.86,7.75,13.94,22.81,14.16,11.78,4.26,5.28
Oxct2a,0,0.02,0.05,0.02,0.03,0,0.08,0,0,0,0.02,0.02
Selenoh,110.97,85.84,152.2,128.18,151.91,143.58,147.36,192.47,121.97,109.24,152.29,123.51
Oxct2b,0.03,0.03,0.08,0.03,0.03,0.02,0.03,0.02,0.03,0.05,0.02,0.05
Mog,0,0,0,0,0,0.02,0,0.02,0,0,0,0
Ass1,10.99,6.92,11.53,14.88,26.28,17.54,24.05,20.63,17.84,16.26,24.61,25.64
Mir761,0,0,0,0,0,0,0,0,0,0,0,0
Mir763,0,0,0,0,0,0,0,0,0,0,0,0
Mir804,0,0,0,0,0,0,0,0,0,0,0,0
Mir770,0,0,0,0,0,0,0,0,0,0,0,0
Mir759,0,0,0,0,0,0,0,0,0,0,0,0
Mir762,0,0,0,0,0,0,0,0,0,0,0,0
Mir767,0,0,0,0,0,0,0,0,0,0,0,0
Mir760,0,0,0,0,0,0,0,0,0,0,0,0
Mir802,0,0,0,0,0,0,0,0,0,0,0,0
Mir764,0,0,0,0,0,0,0,0,0,0,0,0
Mir758,0,0,0,0,0,0,0,0,0,0,0,0
Mir744,0,0,0,0,0,0,0,0,0,0,0,0
Trbv1,0,0,0,0,0,0,0,0,0,0,0,0
Trbv2,0,0,0,0,0,0,0,0,0,0,0,0
Trbv3,0,0,0,0,0,0,0,0,0,0,0,0
Trbv5,0,0,0,0,0,0,0,0,0,0,0,0
Trbv13-1,0,0,0,0,0,0,0,0,0,0,0,0
Trbv13-2,0,0,0,0,0,0,0,0,0,0,0,0
Trbv13-3,0,0,0,0,0,0,0,0,0,0,0,0
Trbv14,0,0,0,0,0,0,0,0,0,0,0,0
Trbv15,0,0,0,0,0,0,0,0,0,0,0,0
Trbv16,0,0,0,0,0,0,0,0,0,0,0,0
Trbv17,0,0,0,0,0,0,0,0,0,0,0,0
Trbv19,0,0,0,0,0,0,0,0,0,0,0,0
Trbv20,0,0,0,0,0,0,0,0,0,0,0,0
Trbv23,0,0,0,0,0,0,0,0,0,0,0,0
Trbv29,0,0,0,0,0,0,0,0,0,0,0,0
Trbv30,0,0,0,0,0,0,0,0,0,0,0,0
Trbj1-1,0,0,0,0,0,0,0,0,0,0,0,0
Trbj1-2,0,0,0,0,0,0,0,0,0,0,0,0
Trbj1-3,0,0,0,0,0,0,0,0,0,0,0,0
Trbj1-4,0,0,0,0,0,0,0,0,0,0,0,0
Trbj1-5,0,0,0,0,0,0,0,0,0,0,0,0
Trbj1-6,0,0,0,0,0,0,0,0,0,0,0,0
Trbj1-7,0,0,0,0,0,0,0,0,0,0,0,0
Trbj2-1,0,0,0,0,0,0,0,0,0,0,0,0
Trbj2-2,0,0,0,0,0,0,0,0,0,0,0,0
Trbj2-3,0,0,0,0,0,0,0,0,0,0,0,0
Trbj2-4,0,0,0,0,0,0,0,0,0,0,0,0
Trbj2-5,0,0,0,0,0,0,0,0,0,0,0,0
Trbj2-7,0,0,0,0,0,0,0,0,0,0,0,0
Trbc2,0.09,0.25,0.63,0.05,0.41,0.16,0,0,0,0.15,0.34,0.11
Trbv31,0,0,0,0,0,0,0,0,0,0,0,0
Igkv2-137,0,0,0,0,0,0,0,0,0,0,0,0
Igkv1-131,0,0,0,0,0,0,0,0,0,0,0,0
Igkv17-127,0,0,0,0,0,0,0,0,0,0,0,0
Igkv9-123,0,0,0,0,0,0,0,0,0,0,0,0
Igkv17-121,0,0,0,0,0,0,0,0,0,0,0,0
Igkv2-112,0,0,0,0,0,0,0,0,0,0,0,0
Igkv16-104,0,0,0,0,0,0,0,0,0,0,0,0
Igkv15-103,0,0,0,0,0,0,0,0,0,0,0,0
Igkv1-99,0,0,0,0,0,0,0,0,0,0,0,0
Igkv12-98,0,0,0,0,0,0,0,0,0,0,0,0
Igkv4-92,0,0,0,0,0,0,0,0,0,0,0,0
Igkv4-91,0,0,0,0,0,0,0,0,0,0,0,0
Igkv4-90,0,0,0,0,0,0,0,0,0,0,0,0
Igkv12-89,0,0,0,0,0,0,0,0,0,0,0,0
Igkv1-88,0,0,0,0,0,0,0,0,0,0,0,0
Igkv4-86,0,0,0,0,0,0,0,0,0,0,0,0
Igkv13-84,0,0,0,0,0,0,0,0,0,0,0,0
Igkv4-81,0,0,0,0,0,0,0,0,0,0,0,0
Igkv4-80,0,0,0,0,0,0,0,0,0,0,0,0
Igkv4-79,0,0,0,0,0,0,0,0,0,0,0,0
Igkv4-74,0,0,0,0,0.25,0,0,0,0,0,0,0
Igkv4-72,0,0,0,0,0,0,0,0,0,0,0,0
Igkv4-69,0,0,0,0,0,0,0,0,0,0,0,0
Igkv4-68,0,0,0,0,0,0,0,0,0,0,0,0
Igkv4-63,0,0,0.38,0,0,0,0,0,0,0,0,0
Igkv4-61,0,0,0,0,0,0,0,0,0,0,0,0
Igkv4-57-1,0,0,0,0,0,0,0,0,0,0,0,0
Igkv4-57,0,0,0,0,0,0,0,0,0,0,0,0
Igkv4-83,0,0,0,0,0,0,0,0,0,0,0,0
Igkv4-50,0.28,0,0.24,0,0,0,0,0,0,0,0,0
Igkv5-48,0,0,0,0,0,0,0,0,0,0,0,0
Igkv12-46,0,0,0,0,0,0,0,0,0,0,0,0
Igkv5-39,0,0,0,0,0,0,0,0,0,0,0,0
Igkv12-38,0,0,0,0,0,0,0,0,0,0,0,0
Igkv5-37,0,0,0,0.12,0,0,0,0,0.31,0,0,0.14
Igkv18-36,0,0,0,0,0,0,0,0,0,0,0,0
Igkv1-35,0,0.14,0,0,0,0.14,0,0,0,0.57,0,0
Igkv7-33,0,0,0,0,0,0,0,0,0,0,0,0
Igkv6-32,0.76,0.27,0.66,0,0,0,0,0,0,0,0,0
Igkv8-30,0,0,0,0,0,0,0,0,0,0,0,0
Igkv6-29,0,0,0,0.06,0,0,0,0,0,0,0,0
Igkv8-27,0,0,0,0,0,0,0,0,0,0,0,0
Igkv8-26,0,0,0,0,0,0,0,0,0,0,0,0
Igkv8-24,0,0,0,0,0,0,0,0,0,0,0,0
Igkv8-21,0,0,0,0,0,0,0,0,0,0,0,0
Igkv6-20,0,0,0,0.06,0,0,0,0,0,0,0,0
Igkv8-18,0,0,0,0,0,0,0,0,0,0,0,0
Igkv8-16,0,0,0,0,0,0,0,0,0,0,0,0
Igkv6-13,0,0,0,0,0,0,0,0,0,0,0,0
Igkv3-10,0,0,0,0,0,0,0,0,0,0,0,0
Igkv3-7,0,0,0,0,0,0,0,0,0,0,0,0
Igkj1,0,0,0,0,0,0,0,0,0,0,0,0
Igkj2,0,0,0,0,0,0,0,0,0,0,0,0
Igkj3,0,0,0,0,0,0,0,0,0,0,0,0
Igkj4,0,0,0,0,0,0,0,0,0,0,0,0
Igkj5,0,0,0,0,0,0,0,0,0,0,0,0
Igkc,0,0.07,0.23,0.07,0.15,0.08,0,0.2,0,0.11,0,0.23
Ighg2c,0,0.03,0,0.03,0,0,0,0,0,0,0.07,0.03
Ighg2b,0,0,0.04,0,0,0,0,0,0,0,0,0
Ighg3,0,0,0,0,0,0,0,0,0,0,0,0
Ighm,3.67,1.97,3.94,0.84,1.48,0.72,1.62,1.24,1.09,1.26,28.92,10.66
Ighj4,0,0,0,0,0,0,0,0,0,0,0,0
Ighj3,0,0,0,0,0,0,0,0,0,0,0,0
Ighj2,0,0,0,0,0,0,0,0,0,0,0,0
Ighj1,0,0,0,0,0,0,0,0,0,0,0,0
Ighd1-1,0,0,0,0,0,0,0,0,0,0,0,0
Ighv5-2,0,0,0,0,0,0,0,0,0,0,0,0
Ighv7-3,0,0,0,0,0,0,0,0,0,0,0,0
Ighv7-2,0,0,0,0,0,0,0,0,0,0,0,0
Ighv16-1,0,0,0,0,0,0,0,0,0,0,0,0
Ighv7-1,0,0,0,0,0,0,0,0,0,0,0,0
Ighv14-4,0,0,0,0,0,0,0,0,0,0,0,0
Ighv7-4,0,0,0,0,0,0,0,0,0,0,0,0
Ighv3-5,0,0,0,0,0,0,0,0,0,0,0,0
Ighv13-2,0,0,0,0,0,0,0,0,0,0,0,0
Ighv1-47,0,0,0,0,0,0,0,0,0,0,0,0
Ighv1-49,0,0,0,0,0,0,0,0,0,0,0,0
Ighv8-13,0,0,0,0,0,0,0,0,0,0,0,0
Trgv7,0,0,0,0,0,0,0,0,0,0,0,0
Trgv4,0,0,0,0,0,0,0,0,0,0,0,0
Trgv6,0,0,0,0,0,0,0,0,0,0,0,0
Trgv5,0,0,0,0,0,0,0,0,0,0,0,0
Trgc1,0,0.04,0,0.13,0,0.04,0,0,0,0,0.09,0.18
Trgv3,0,0,0,0,0,0,0,0,0,0,0,0
Trgc2,0,0,0,0,0,0,0,0,0,0,0,0
Trgv2,0,0,0,0,0.17,0,0,0,0,0,0,0
Trgv1,0,0,0,0,0,0,0,0,0,0.18,0,0
Trgc4,0.06,0.03,0.05,0,0.06,0.07,0,0.08,0.06,0.05,0.09,0.03
Trav1,0,0,0,0,0,0,0,0,0,0,0,0
Trav2,0,0,0,0,0,0,0,0,0,0,0,0
Trav5-1,0.29,0.46,0.5,0,0,0,0,0,0,0,0,0
Trav6-1,0,0,0,0,0,0,0,0,0,0,0,0
Trav6-2,0,0,0,0,0,0,0,0,0,0,0,0
Trav8d-1,0,0,0,0,0,0,0,0,0,0,0,0
Trav13d-1,0,0,0,0,0,0,0,0,0,0,0,0
Trav8d-2,0,0,0,0,0,0,0,0,0,0,0,0
Trav16d-dv11,0,0,0,0,0,0,0,0,0,0,0,0
Trav6n-6,0,0,0,0,0,0,0,0,0,0,0,0
Trav8n-2,0,0,0,0,0,0,0,0,0,0,0,0
Trav16n,0,0,0,0,0,0,0,0,0,0,0,0
Trav13n-4,0,0,0,0,0,0,0,0,0,0,0,0
Trav14n-3,0,0,0,0,0,0,0.45,0,0,0,0,0
Trav4-2,0,0,0,0,0,0,0,0,0,0,0,0
Trav8-1,0,0,0,0,0,0,0,0,0,0,0,0
Trav13-1,0,0,0,0,0,0,0,0,0,0,0,0
Trav14-1,0,0,0,0,0,0,0,0,0,0,0,0
Trav13-2,0,0.36,0,0,0,0,0,0,0,0,0,0
Trav15-2-dv6-2,0,0,0,0,0,0,0,0,0,0,0,0
Trav16,0,0,0,0,0,0,0,0,0,0,0,0
Trav3-4,0,0,0,0,0,0,0,0,0,0,0,0
Trav18,0,0,0,0,0,0,0,0,0,0,0,0
Trav19,0,0,0,0,0,0,0,0,0,0.27,0,0
Trav21-dv12,0,0,0,0,0,0,0,0,0,0,0,0
Trdv1,0,0,0,0,0,0,0,0,0,0,0,0
Trdv2-1,0,0,0,0,0,0,0,0,0,0,0,0
Trdv2-2,0,0,0,0,0,0,0,0,0,0,0,0
Trdv4,0,0,0.16,0,0,0.2,0.17,0,0,0,0.27,0.1
Trdj1,0,0,0,0,0,0,0,0,0,0,0,0
Trdj2,0,0,0,0,0,0,0,0,0,0,0,0
Trdv5,0,0,0,0,0,0,0,0,0,0,0,0
Traj59,0,0,0,0,0,0,0,0,0,0,0,0
Traj58,0,0,0,0,0,0,0,0,0,0,0,0
Traj57,0,0,0,0,0,0,0,0,0,0,0,0
Traj56,0,0,0,0,0,0,0,0,0,0,0,0
Traj53,0,0,0,0,0,0,0,0,0,0,0,0
Traj52,0,0,0,0,0,0,0,0,0,0,0,0
Traj51,0,0,0,0,0,0,0,0,0,0,0,0
Traj50,0,0,0,0,0,0,0,0,0,0,0,0
Traj49,0,0,0,0,0,0,0,0,0,0,0,0
Traj48,0,0,0,0,0,0,0,0,0,0,0,0
Traj46,0,0,0,0,0,0,0,0,0,0,0,0
Traj45,0,0,0,0,0,0,0,0,0,0,0,0
Traj44,0,0,0,0,0,0,0,0,0,0,0,0
Traj43,0,0,0,0,0,0,0,0,0,0,0,0
Traj42,0,0,0,0,0,0,0,0,0,0,0,0
Traj41,0,0,0,0,0,0,0,0,0,0,0,0
Traj40,0,0,0,0,0,0,0,0,0,0,0,0
Traj39,0,0,0,0,0,0,0,0,0,0,0,0
Traj38,0,0,0,0,0,0,0,0,0,0,0,0
Traj37,0,0,0,0,0,0,0,0,0,0,0,0
Traj35,0,0,0,0,0,0,0,0,0,0,0,0
Traj34,0,0,0,0,0,0,0,0,0,0,0,0
Traj33,0,0,0,0,0,0,0,0,0,0,0,0
Traj32,0,0,0,0,0,0,0,0,0,0,0,0
Traj31,0,0,0,0,0,0,0,0,0,0,0,0
Traj30,0,0,0,0,0,0,0,0,0,0,0,0
Traj29,0,0,0,0,0,0,0,0,0,0,0,0
Traj28,0,0,0,0,0,0,0,0,0,0,0,0
Traj27,0,0,0,0,0,0,0,0,0,0,0,0
Traj26,0,0,0,0,0,0,0,0,0,0,0,0
Traj25,0,0,0,0,0,0,0,0,0,0,0,0
Traj24,0,0,0,0,0,0,0,0,0,0,0,0
Traj23,0,0,0,0,0,0,0,0,0,0,0,0
Traj22,0,0,0,0,0,0,0,0,0,0,0,0
Traj21,0,0,0,0,0,0,0,0,0,0,0,0
Traj20,0,0,0,0,0,0,0,0,0,0,0,0
Traj19,0,0,0,0,0,0,0,0,0,0,0,0
Traj18,0,0,0,0,0,0,0,0,0,0,0,0
Traj17,0,0,0,0,0,0,0,0,0,0,0,0
Traj16,0,0,0,0,0,0,0,0,0,0,0,0
Traj15,0,0,0,0,0,0,0,0,0,0,0,0
Traj14,0,0,0,0,0,0,0,0,0,0,0,0
Traj13,0,0,0,0,0,0,0,0,0,0,0,0
Traj12,0,0,0,0,0,0,0,0,0,0,0,0
Traj11,0,0,0,0,0,0,0,0,0,0,0,0
Traj9,0,0,0,0,0,0,0,0,0,0,0,0
Traj8,0,0,0,0,0,0,0,0,0,0,0,0
Traj7,0,0,0,0,0,0,0,0,0,0,0,0
Traj6,0,0,0,0,0,0,0,0,0,0,0,0
Traj5,0,0,0,0,0,0,0,0,0,0,0,0
Traj4,0,0,0,0,0,0,0,0,0,0,0,0
Traj3,0,0,0,0,0,0,0,0,0,0,0,0
Traj2,0,0,0,0,0,0,0,0,0,0,0,0
Traj1,0,0,0,0,0,0,0,0,0,0,0,0
Iglv1,0,0,0,0,0,0,0,0,0,0,0,0
Iglc2,0,0,0,0,0,0,0,0,0,0,0,0
Iglv3,0,0,0,0,0,0,0,0,0,0,0,0
Iglv2,0,0,0,0,0,0,0,0,0,0,0,0
Mir582,0,0,0,0,0,0,0,0,0,0,0,0
Mir467e,0,0,0,0,0,0,0,0,0,0,0,0
Mir297a-3,0,0,0,0,0,0,0,0,0,0,0,0
Mir669l,0,0,0,0,0,0,0,0,0,0,0,0
Mir193b,0,0,0,0,0,0,0,0,0,0,0,0
Mir297c,0,0,0,0,0,0,0,0,0,0,0,0
Mir297a-2,0,0,0,0,0,0,0,0,0,0,0,0
Mir466b-3,0,0,0,0,0,0,0,0,0,0,0,0
Mir544,0,0,0,0,0,0,0,0,0,0,0,0
Mir467d,0,0,0,0,0,0,0,0,0,0,0,0
Mir493,0,0,0,0,0,0,0,0,0,0,0,0
Mir669f,0,0,0,0,0,0,0,0,0,0,0,0
Mir574,0,0,0,0,0,0,0,0,0,0,0,0
Mir467c,0,0,0,0,0,0,0,0,0,0,0,0
Mir669o,0,0,0,0,0,0,0,0,0,0,0,0
Mir742,0,0,0,0,0,0,0,0,0,0,0,0
Mir344c,0,0,0,0,0,0,0,0,0,0,0,0
Mir18b,0,0,0,0,0,0,0,0,0,0,0,0
Mir466p,0,0,0,0,0,0,0,0,0,0,0,0
Mir741,0,0,0,0,0,0,0,0,0,0,0,0
Mir743,0,0,0,0,0,0,0,0,0,0,0,0
Gm22937,0,0,0,0,0,0,0,0,0,0,0,0
Gm22936,0,0,0,0,0,0,0,0,0,0,0,0
Gm22938,0,0,0,0,0,0,0,0,0,0,0,0
Gm22939,0,0,0,0,0,0,0,0,0,0,0,0
Gm22935,0,0,0,0,0,0,0,0,0,0,0,0
Gm22934,0,0,0,0,0,0,0,0,0,0,0,0
Gm24581,0,0,0,0,0,0,0,0,0,0,0,0
Gm24579,0,0,0,0,0,0,0,0,0,0,0,0
Gm24580,0,0,0,0,0,0,0,0,0,0,0,0
Gm24582,0,0,0,0,0,0,0,0,0,0,0,0
Gm24578,0,0,0,0,0,0,0,0,0,0,0,0
Gm24118,0,0,0,0,0,0,0,0,0,0,0,0
Gm24117,0,0,0,0,0,0,0,0,0,0,0,0
Gm24116,0,0,0,0,0,0,0,0,0,0,0,0
Gm24120,0,0,0,0,0,0,0,0,0,0,0,0
Gm24119,0,0,0,0,0,0,0.64,0,0,0,0,0
Gm25396,0,0,0,0,0,0,0,0,0,0,0,0
Gm25761,0,0,0,0,0,0,0,0,0,0,0,0
Gm25762,0,0,0,0,0,0,0,0,0,0,0,0
Gm25757,0,0,0,0,0,0,0,0,0,0,0,0
Gm25758,0,0,0,0,0,0,0,0,0,0,0,0
Gm25759,0,0,0,0,0,0,0,0,0,0,0,0
Gm25760,0,0,0,0,0,0,0,0,0,0,0,0
Gm25756,0,0,0,0,0,0,0,0,0,0,0,0
Gm25094,0,0,0,0,0,0,0,0,0,0,0,0
Gm25093,0,0,0,0,0,0,0,0,0,0,0,0
Gm25092,0,0,0,0,0,0,0,0,0,0,0,0
Gm25091,0,0,0,0,0,0,0,0,0,0,0,0
Snora17,0,0,0,0,0,0,0,0,0,0,0,0
Gm23431,0,0,0,0,0,0,0,0,0,0,0,0
Gm22267,0,0,0,0,0,0,0,0,0,0,0,0
Gm22268,0,0,0,0,0,0,0,0,0,0,0,0
Gm22266,0,0,0,0,0,0,0,0,0,0,0,0
Gm25613,0,0,0,0,0,0,0,0,0,0,0,0
Gm25614,0,0,0,0,0,0,0,0,0,0,0,0
Gm25612,0,0,0,0,0,0,0,0,0,0,0,0
Gm25610,0,0,0,0,0,0,0,0,0,0,0,0
Gm25611,0,0,0,0,0,0,0,0,0,0,0,0
Gm25609,0,0,0,0,0,0,0,0,0,0,0,0
Gm25607,0,0,0,0,0,0,0,0,0,0,0,0
Gm25608,0,0,0,0,0,0,0,0,0,0,0,0
Gm23950,0,0,0,0,0,0,0,0,0,0,0,0
Gm23949,0,0,0,0,0,0,0,0,0,0,0,0
Gm23951,0,0,0,0,0,0,0,0,0,0,0,0
Snord78,0,0,0,0,0,0,0,0,0,0,0,0
Snord67,0,0,0,0,0,0,0,0,0,0,0,0
Gm22270,0,0,0,0,0,0,0,0,0,0,0,0
Gm22271,0,0,0,0,0,0,0,0,0,0,0,0
Gm23437,0,0,0,0,0,0,0,0,0,0,0,0
Gm22272,0,0,0,0,0,0,0,0,0,0,0,0
Gm22273,0,0,0,0,0,0,0,0,0,0,0,0
Gm25097,0,0,0,0,0,0,0,0,0,0,0,0
