,E11.5_XX_WT_rep1,E11.5_XX_WT_rep2,E11.5_XY_WT_rep1,E12.5_XX_WT_rep1,E12.5_XX_WT_rep2,E12.5_XY_WT_rep1,E12.5_XY_WT_rep2,E13.5_XX_WT_rep1,E13.5_XX_WT_rep2,E13.5_XX_WT_rep3,E13.5_XY_WT_rep1,E13.5_XY_WT_rep2
Dlx3,0.26,0.32,0.17,3.36,5.29,0.2,0.07,7.05,12.41,9.85,0.37,0.12
Foxm1,24.13,16.28,24.03,12.27,22.49,18.04,24.41,12.47,20.84,26.25,21.71,23.71
Itfg2,18.21,17.52,37.15,17.52,29.95,20.9,20.56,38.17,20.82,38.08,20.43,23.72
Nrip2,1.77,1.06,1.9,1.11,2.86,0.42,1,2.98,3.1,1.65,1.98,1.7
Tulp3,29.37,17.7,28.57,17.54,31.36,12.25,20.4,19.49,23.55,25.81,18.11,18.37
Gtf2h4,17.59,14.2,18.42,17.61,21.66,20.36,20.09,25.91,24.28,27.57,18.73,24.31
Tubb5,889.39,598.8,955.81,651.5,796.72,654.39,926.57,655.73,626.93,648.36,778.37,819.43
Ell2,20.11,15.96,15.36,9.12,22.63,16.89,26.79,7.15,20.3,31.95,20.42,34.68
Jup,37.17,21.86,41.48,14.93,23.05,23.08,39.62,17.56,16.02,18.67,20.18,28.16
Fkbp10,50.58,31.42,69.42,28.31,47.46,29.31,45.93,38.11,31.42,28.46,29.71,32.21
Klhl10,0.31,0.53,0.63,0.39,0.59,0.32,0.45,0.37,0.41,0.61,0.34,0.43
Mnx1,0,0,0,0.01,0.05,0,0,0.16,0.05,0.1,0.06,0
Nom1,15.91,7.31,22.27,10.83,29.07,11.98,22.05,23.62,27.17,17.4,12.32,13.34
Ergic1,73.1,53.21,72.98,52.85,71.12,57.02,73.72,49.2,64.4,67.05,44.47,51.47
Tnk1,1.65,0.73,1.36,0.65,0.76,0.21,0.32,0.32,0.48,0.34,0.08,0.29
Acap1,0.34,0.48,2.18,0.23,0.6,2.14,3.55,0.26,0.38,0.33,0.68,0.81
Tcea3,14.18,13.15,15.71,29.18,33.7,21.43,26.1,38.1,27.37,32.02,17.23,24.9
Csn3,0.53,0.55,0.35,0.09,0.06,0,0.11,0,0.1,0.07,0,0
Ifrd1,97.8,62.56,100.28,58.91,88.98,54.47,86.27,92.04,74.67,67.92,67.07,70.67
Stk38l,11.19,7.87,11.4,13.27,31.58,10.89,13.75,16.52,24.81,22.9,17.31,14.06
Brpf1,22.06,13.67,21.35,12.12,20.58,16.49,22.08,13.66,24.06,21.7,16.43,18.16
Akr1b3,71.9,43.48,90.48,55.08,91.83,60.48,95.32,91.82,89.64,55.69,149.56,105.93
Hoxc13,0,0.01,0.04,0.07,0.22,0.17,0.17,0.22,0.22,0.11,0.19,0.1
Hoxc11,0,0,0.31,0.01,0,0.03,0,0.02,0,0.02,0,0
Hoxc8,33.57,20.05,31.79,8.16,13,6.69,10.2,8.82,9.66,8.75,10.09,8.74
Hoxc6,38.41,29.08,41.13,14.71,17.82,12.83,18.38,12.85,12.47,14.37,9.83,11.32
Gstt1,4.51,2.12,3.72,3.83,4.07,3.19,6.68,5.66,5.09,3.64,3.88,6.15
Gstt3,2.96,1.65,3.56,1.85,3.53,2.61,3.7,4.85,3.73,3.78,2.84,3.26
Ddt,57.73,28.47,73.43,40.57,73.59,31.63,58.59,89.15,70.52,35.06,72.43,53.34
Tat,0.3,0.17,0.33,0.31,0.23,0.01,0,0.08,0.32,0.36,0.08,0.04
Marveld3,0.47,0.31,0.52,0.33,0.4,0.36,0.38,0.24,0.31,0.19,0.46,0.41
Ddx18,68.56,51.2,75.67,50.22,77.8,76.29,84.45,54.31,49.22,50.27,110.25,84.96
Ubl3,31.93,43.03,32.74,37.12,36.3,51.84,30.11,32.41,33.9,69.22,52.3,52.87
Gramd3,7.33,4.79,8.29,5.43,8.12,7.32,7.82,6.75,6.41,7.35,11.88,10.12
Eef1e1,26.58,25.78,28.98,35.89,36.16,46.33,37.14,28.13,21.87,29.06,65.78,51.54
Akt1,145.92,91.59,152.64,82.72,127.31,78.73,127.81,101.33,98.87,95.04,82.73,96.61
Cldn15,0.64,0.3,0.89,0.63,1.49,0.37,1.05,1.73,1.16,1.16,0.54,0.79
Il16,2.11,1.17,1.99,1.19,1.42,1.03,1.53,1.09,1.24,1.48,1.06,1.24
Tcirg1,19.59,11.54,23.07,12.83,16.95,11.12,16.99,19.26,15.54,12.1,6.13,10.35
Naglu,3.64,2.12,4.6,2.78,4.18,2.67,5.35,4.78,5.2,4.33,3.99,4.17
Coasy,17.82,10.02,23.56,12.9,20.92,10.82,19.41,20.94,18.6,13.06,15.92,13.05
Smo,69.39,42.16,66.26,35.75,58.79,36.41,51.55,49.97,52.73,40.14,40.99,40.86
Tspan33,6.98,4,5.29,3.91,9.08,1.04,1.98,10.19,11.67,11.52,2.79,1.98
Crnkl1,50.33,56.64,50.54,38.12,54.09,46.56,52.08,43.45,43.12,47.81,100.2,59.94
Rin2,35.28,22.24,38.49,21.58,44.57,14.61,24.93,30.07,28.68,27.06,14.92,16.98
Folh1,0.28,0.02,0.12,0.07,0.03,0.1,0,0.13,0.1,0.2,0.09,0.2
Chordc1,79.52,53.75,96.06,45.91,93.13,50.54,80.23,55.94,75.76,73.18,46.02,59.4
Rtcb,106.73,70.7,131.81,84.15,130.7,87.98,118.06,115.78,105.26,101,97.05,102.17
Pwp1,47.2,29.13,48.45,30.34,50.93,38.4,59.55,32.25,37.26,35.79,48.47,56.46
Fbxo7,7.15,5.92,10.31,7.16,14.92,6.29,8.7,13.23,18.65,16.31,11.27,7.83
Capns1,236.92,147.21,296.7,158.76,204.92,172.04,278.77,257.06,200.61,190.09,123.62,193.65
Lrp3,10.31,5.01,9.07,3.79,6.57,3.55,5.65,7.63,6.05,6.77,3.17,3.5
Dsg4,0,0,0,0,0,0,0,0,0,0,0,0
Evx2,0,0,0.01,0,0,0,0,0.01,0,0,0,0
Hoxd13,0.04,0.01,0.77,0.03,0.11,0.01,0.02,0.09,0.04,0.17,0.01,0.02
Hoxd12,0,0.06,0.2,0,0,0,0,0.01,0,0.02,0,0
Folr1,17.62,12.55,26.57,21.75,30.34,18.53,31.7,50.9,32.6,25.68,33.51,34.51
Clpb,17.49,9.9,21.72,16.08,32.95,18.14,25.53,30.6,25.87,20.39,38.58,28.94
Septin7,304.02,262.1,349.8,186.59,270.01,302.03,317.39,181.07,248.84,282.78,391.32,378.6
Zdhhc4,30.82,14.23,37.71,13.95,26.76,15.68,32.44,26.23,25.2,14.87,16.7,16.36
Rac1,287.6,169.43,346.85,165.22,246.97,154.66,267.98,220.3,205.78,209.51,136.13,184.55
Nup214,34.62,22.33,31.56,21.89,29.03,25.09,37.33,17.22,28.23,34.45,31.2,32.4
Aif1l,38.13,29.21,22.76,27.93,43.56,17.6,13.55,24.28,26.14,36.88,7.86,11.81
Cpa3,0.56,0.34,0.44,0.54,1.01,0.24,0.59,1.57,4.03,1.9,0.68,0.9
Ltbp1,101.27,63.13,110.53,29.85,52.72,17.41,26.73,30.77,28.6,40.71,17.21,14.4
Ugp2,69.59,53.82,86.4,50.99,63.27,56.67,63.69,57.91,58.62,61.4,62.43,61.29
Kcnh6,0.15,0.13,0.24,0.15,0.51,0.11,0.07,0.52,0.6,0.74,0.11,0.09
Trmt1,49.11,34.69,51.17,36.15,42.42,36.46,45.58,52.67,34.08,40.98,56.21,36.4
Nacc1,70.12,52.79,63.26,44.8,78.62,54.79,68.61,36.2,52.98,61.29,61.48,65.71
Nfix,0.86,0.54,1.64,0.64,1.69,1.3,2.95,1.59,3.43,3.48,6.66,4.87
Slc1a5,6.48,3.88,6.8,3.15,4.33,3.13,4.27,2.95,2.49,5.87,2.43,3.82
Uba1,332.08,166.49,344.48,247.15,555.86,155.81,317.73,436.86,299.99,241.35,242.86,239.36
Vwf,3.14,2.17,3.2,0.65,0.87,0.88,1.43,0.79,1.2,0.78,6.96,2.32
Siae,4.04,2.64,3.87,3.37,5.15,3.03,4.73,4.36,4.95,7.39,7.87,6.91
Vsig2,2.21,0.94,3.29,0.51,0.92,0.84,2.01,0.57,0.66,0.78,0.51,0.89
Esam,13.08,8.41,17.65,6.44,9.63,8.51,11.19,7.15,8,7.42,6.29,8.28
Spa17,12.59,13.65,13.92,21.48,26.09,20.06,19.73,50.15,57.1,39.74,114.76,38.88
Fam50a,102.92,99.22,98.68,128.57,168.03,94.46,94.56,197.49,173.24,175.04,131.47,112.75
Emd,82.06,68.26,75.38,87.71,96.32,56.66,67.42,101.25,171.58,124.19,60.13,60.79
Taco1,9.48,7.7,8.33,7.02,10.66,9.42,8.84,9.51,9.64,11.39,10.46,10.57
Grik3,1.83,1.32,1.3,2.85,6.84,0.55,1.02,3.82,4.86,8.23,0.77,1.06
Gria3,10.52,5.95,10.53,3.37,6.35,3.22,5.93,3.92,4.86,6.8,6.34,5.65
Npas1,0,0,0,0,0,0,0,0,0.03,0,0,0
Sipa1l2,12.63,7.49,16.76,7.01,17.75,9.45,15.9,8.03,12.02,15.28,9.88,9.74
Ap4e1,11.44,7.03,10.86,4.88,12.66,6.01,11.18,3.96,8.8,13.06,10.41,11.81
Blvra,16.08,10.05,17.64,11.28,15.1,13,15.46,17.54,17.71,14.81,11.74,12.12
Pdzd4,11.7,10.28,12.61,12.58,17.03,16.05,15.96,13.16,14.56,14.81,25.87,24.44
Srpk3,0.16,0.12,0.13,0.05,0.08,0.02,0.29,0.2,1,0.11,0.07,0.12
Idh3g,124.55,83.54,132.97,132.6,174.25,86.64,120.21,222.68,181.32,154.34,120.53,106.22
Pnck,1.4,0.75,1.34,2.6,3.98,0.76,1.3,6.87,5.97,5.26,1.36,1.1
Ssr4,46.86,28.39,56.65,39.01,50.07,25.27,49.68,68.53,60.71,41.5,25.22,39.08
Bcap31,111.89,70.55,121.14,109.07,176.75,85.27,122.52,213.97,204.13,150.5,100.94,89.83
Fam98a,24.61,15.39,25.95,17.06,30.08,20.08,30.16,21.14,24.58,25.59,22.6,24.13
Ltbp2,0.24,0.16,0.2,0.21,0.51,0.07,0.31,0.44,0.33,0.26,0.34,0.09
Kmt2a,30.22,18.77,17.87,8.85,17.11,12.87,26.06,4.34,19.99,30.01,33.86,17.42
Ift46,147.53,100.19,158.69,106.86,149.22,112.04,139.55,136.8,146.84,122.32,125.05,145.09
Tmem25,1.91,1.12,2.61,0.82,2.29,0.79,1.07,1.27,0.86,1.05,0.5,0.71
Cd3g,0.05,0.12,0.24,0.03,0.12,0,0.26,0.04,0.12,0.09,0,0.1
Trappc6a,7.49,5.31,12.04,4,7.33,3.89,5.53,8.83,5.9,6.7,3.77,5.16
Supt6,68.44,40.52,64.36,28.59,60.4,41.32,71.39,26.08,35.3,43.32,115.3,67.17
Spag5,36.9,23.54,35.72,13.51,19.94,21.96,34.02,13.73,17.5,23.47,24.4,19.72
Foxn1,0.03,0,0,0,0,0,0,0.01,0,0,0,0.01
Unc119,33.35,23.02,44.08,27.3,39.73,30.88,43.31,36.24,32.79,30.14,21.45,34.93
Rab34,28.07,14.26,37.51,15.08,29.63,19.06,28.43,34.54,26.48,18.56,20.65,17.47
Sdf2,33.6,27.85,35.11,28.75,34.91,29.84,35.27,42.63,34.11,24.06,35.1,30.31
Ccne1,52.08,37.96,47.76,40.28,64.02,34.41,38.15,57.62,56.44,56.05,13.06,19.33
Hsf2bp,7.4,6.17,5.57,33.07,37.04,21.02,25.15,92.08,136.18,108.48,38.48,54.39
Bbc3,1.96,2.76,1.65,2.9,1.93,1.74,1.21,2.49,1.49,3.1,1.34,1.5
Mybpc3,0.35,0.16,0.37,0.31,0.87,3.03,5.7,0.74,0.76,0.56,8,6.81
Psmc3,193.6,128.63,205.97,140.23,163.18,160.63,220.12,195.63,205.41,159.2,153.31,232.47
Acp2,33.25,17.02,24.57,15.86,25,11.16,24.42,14.44,21.6,21.23,12.95,33.72
Rapsn,0.28,0.05,0.41,0.29,0.66,0.65,0.65,0.34,0.32,0.25,0.3,0.36
Slc39a13,8.21,4.41,8.39,4.56,6.51,4.99,7.22,5.97,5.75,5.46,6.88,5.53
Celf2,14.13,8.24,16.29,8.76,21.43,8.98,19.28,10.55,22.79,34.49,24.12,24.45
Nr1h3,0.65,0.35,0.62,0.31,0.76,0.15,0.33,0.94,0.72,0.77,0.46,0.4
Ddb2,10.1,6.67,11.25,9.43,11.99,6.4,9.63,21.98,47.25,34.22,4.29,6.69
Spi1,2.01,1.23,2.41,0.31,0.6,0.31,0.42,0.7,0.46,0.5,0.32,0.44
Sf3a1,57.45,39.68,65.74,35.52,61.95,44.17,62.86,38.32,49.2,52.92,47.22,54.13
Stat6,11.23,8.23,11.83,6.72,11.5,7.06,8.47,7.12,7.74,8.71,6.3,8
Clgn,1.06,0.63,0.53,1.38,5.47,0.5,1.04,4.31,5.66,1.72,7.03,1
Napsa,0.32,0.35,0.35,2.45,0,0.02,0,0.2,0,0.11,0.05,0.09
Vrk3,18.28,12.7,21.66,12.15,18.37,11.38,15.37,19.85,25.56,19.85,15.3,13.31
Smg9,10.58,6.69,12.95,7.87,12.08,6.99,11.3,15.45,15.96,11.49,7.36,7.87
Paxip1,27.01,15.28,25.88,13.31,23.78,15.47,22.02,11.31,11.58,14.66,11.56,14.4
Rmnd5a,73.38,39.47,64.78,31.71,72.24,29.75,47.93,32.16,56.12,48.53,48.35,35.55
Mov10,32.96,15.76,35.94,21.53,39.8,19.42,37.86,28.23,25.21,32.29,21.67,25.42
Ppm1j,2.69,1.7,2.65,4.09,3.78,5.15,5.77,3.24,3.94,2.97,3.36,2.72
Rhoc,96.76,60.99,121.95,63.09,101.28,54.88,78.65,105.06,94.57,81.99,53.97,63.35
Prr27,0,0,0,0,0,0,0,0,0,0,0,0
Tead3,20.31,12.15,21.03,7.03,13.35,9.63,15.88,9.58,11.48,9.16,10.47,8.78
Ppard,15.53,10.97,13.58,9.4,13.91,7.82,11.66,10.61,13.14,9.7,7.9,7.48
Def6,2.94,2.48,3.04,2.78,4.44,2.23,2.8,4.22,4.18,3.39,2.04,1.82
Peg3,802.98,448.2,676.62,190.33,422.03,150.07,290.62,119.87,228.96,338.34,161.37,166.25
Zim1,101.44,62.34,85.24,21.6,43.76,15.98,34.04,14.94,28.38,56.44,25.35,24
Metrn,9.38,5.73,15.08,6.15,9.37,13.34,14.57,12.71,8.56,8.78,6,6.91
Lmf1,7.91,4.31,11.13,4.54,6.96,7.78,10.94,9.9,7.05,5.72,7.4,7.54
Ciao3,8.64,6.91,9.33,5.61,6.06,6.59,7.69,6.96,6.93,7.53,5.89,9.1
Angptl4,16.24,11.95,16.41,19.93,19.8,7.88,11.16,19.79,14.73,19.57,7.51,11.43
Dbf4,62.14,43.65,67.23,50.42,77.97,56.09,74.65,60.8,71.87,62.61,46.07,52.62
Daxx,28.42,21.39,38.82,19.97,29.74,24.4,36.09,25.94,44.79,27.19,26.83,29.64
Cd320,15.93,8.86,18.46,13.38,22.85,11.79,20.24,31.08,22.06,16.28,15.66,14.36
Ipo4,63.02,39.82,67.6,49.77,71.76,53.07,74.11,53.67,48.49,39.7,73.38,55.97
Tm9sf1,54.69,40.35,55.09,39.17,51.12,47.13,52.29,48.37,49.46,62.13,38.63,57.65
Rec8,6.26,3.94,3.62,27.05,69.83,1.18,2.53,111.12,105.01,101.22,5.18,8.14
Irf9,11.12,9.03,11.53,10.31,12.99,5.37,7.31,9.42,11.29,12.15,4.78,5.26
Gmpr2,24.5,16.96,26.37,15.43,17.64,15,20.34,16.62,15.9,19.4,16.35,18.93
Mdp1,24.41,16.78,26.55,17.22,20.71,14.38,18.79,22.36,16.8,17.85,11.33,14.97
Dhrs1,17.6,12.56,23.85,12.09,16.27,8.17,13.22,13.94,10.32,12.84,10.3,11.42
Ncan,0.2,0.07,0.16,0.04,0.12,0.06,0.09,0.07,0.17,0.11,0.49,0.08
Tmem161a,13.54,10.12,15.83,9.38,10.68,7.78,11.18,12.97,8.92,10.02,6.99,8.81
Armc6,5.08,2.95,6.86,3.55,4.97,4.42,6.48,6.2,7.09,5.19,5.63,5.63
Borcs8,24.87,14.27,27.82,16.85,23.59,12.91,21.45,24.08,17.94,15.85,12.67,15.53
Slc25a42,10.53,5.59,8.51,6.72,9.13,2.64,5.4,8.86,16.99,11.89,3.07,2.94
Snx9,46.61,28.55,52.6,33.95,55.42,27.58,42.77,38.03,46.75,35.09,38.79,31.14
Ranbp3,60.91,38.45,63.69,42.44,64.48,45.91,64.99,54.85,56.01,53.58,39.6,44.57
Ndufa11,66.39,46.22,76,69.19,74.79,52.63,74.74,116.39,96.55,84.29,62.19,82.33
Bmp8b,0.04,0.02,0.06,0.08,0.19,0.02,0.05,0.09,0.09,0.06,0.42,0.15
Nr2f6,24.27,14.45,23.01,18.05,25.48,14.62,20.47,25.05,12.84,19.9,23.55,15.53
Use1,65.37,44.88,72.35,59.64,88.02,40.97,63.3,114.68,75.99,63.23,53.56,52.42
Ocel1,1.24,1.14,2.05,2.8,3.46,1.58,2.5,6.74,4.2,4.8,3.34,3.13
Dyrk1b,15.46,11.62,15.84,13.93,22.28,10.27,13.86,19.4,20.02,21.27,18.19,18.37
Braf,13.7,9.57,10.73,6.69,12.02,5.69,9.41,5.2,12.61,19.71,11.61,10.76
Ndufb2,47.73,42.67,56.62,72.22,72.42,56.57,58.32,106.88,74.72,73.47,45.47,57.83
Hltf,19.89,13.55,18.93,10.57,26.11,13.54,22.18,11.53,18.96,19.04,16.21,17.89
Prpf6,69.71,47.53,75.07,43.32,75.33,50.59,66.25,63.95,57.47,59.89,94,63.6
Rgs19,36.81,31.16,40.03,27.77,25.47,23.86,28.2,30.97,28.52,24.96,16.79,19.6
Rgs20,0.37,0.33,0.4,0.12,0.15,0.3,0.03,0.11,0.57,0.15,0.33,0.25
Abhd3,11.19,11.48,11.48,8.75,9.45,3.92,5.97,9.51,7.97,10.07,5.41,6.84
Snrpd1,342.21,279.48,389.31,331.7,377.88,311.52,354.18,472.21,316.59,296.38,214.92,261.75
Tchp,14.72,7.69,14.82,5.87,10.12,8.05,12.96,7.05,7.94,6.86,11.94,10.75
Tiam1,15.3,8.85,18.45,8.92,14.79,12.8,21.01,7,9.99,13.8,14.37,15.58
Tsc2,129.48,67.27,130.28,71.1,102.04,72.86,138.57,110.1,138.24,67.31,90.5,65.59
Rpl3l,0.11,0.19,0.19,0.42,0.82,0.3,0.11,2.1,2.31,1.31,1.82,0.84
Slc9a3r2,28.35,20.75,34.77,20.82,29.36,18.74,22.85,31.99,21.1,21.36,18.41,18.33
Puf60,121.23,92.04,137.79,113.32,159.59,139.47,183.37,159.01,143.33,162.57,186.96,173.21
Golga2,40.02,31.9,35.94,25.18,43.29,33.1,44.13,26.75,41.95,47.4,48.19,41.11
Uck1,9.62,6.23,10.33,6.3,11.33,5.09,7.64,10.03,9.61,9,4.84,5.99
Scin,0.79,0.67,0.7,0.2,0.29,0.57,0.62,0.17,0.19,0.28,0.41,0.66
Ikzf4,2.34,1.07,1.55,0.87,1.55,0.69,1.3,0.8,1.34,1.87,1.3,1.09
Mien1,13.21,10.65,16.08,15.67,19.48,10.7,16.6,30.36,24.13,23.15,15.59,17.75
Pon1,0.07,0.02,0,0,0.12,0,0,0,0,0,0.03,0.06
Axl,122.44,84.77,173.71,67.28,119.16,105.15,190.05,67.04,75.84,90.54,133.66,120.46
Tgfb1,12,7.25,12.74,5.39,6.61,9.17,13.09,4.85,5.15,4.13,13.29,10.52
Ccdc97,21.44,14.82,26.23,12.54,19.62,14.13,21.9,13.76,16.05,21.18,17.88,18.23
Zfp40,11.41,6.62,11.1,6.12,9.66,5.54,9.42,4,7.76,9.5,7.06,7.75
Akap8l,86.61,65.27,84.71,53.14,74.17,46.91,79.61,61.41,75.21,66.15,69.11,45.99
Shh,0.55,0.31,0.47,0.04,0.08,0.41,0.82,0.31,0.56,0.24,1.01,1.09
Pdcd2l,17.55,16.05,21.91,21.63,26,26.46,24.91,29.58,28.79,27.38,31.49,26.1
Gtf2f1,59.69,58.29,63.66,69.26,79.46,68.21,67.27,88.4,87.78,88.04,113.78,78.53
Clpp,52.87,42.57,61.5,64.76,77.56,64.72,66.32,106.08,64.97,65.43,44.99,49.59
Alkbh7,25.36,25.18,29.75,27.73,27.97,19.22,23.77,37.03,21.06,20.74,29.5,20.83
Pspn,0,0,0,0,0,0,0,0,0,0,0,0
Dennd1c,2.55,2.04,3.52,2.29,3.3,4.05,5.85,1.79,1.41,1.21,0.74,1.98
Med6,94.58,70.18,109.71,85.17,99.99,86.32,104.53,109.3,109.24,92.41,108.13,116.05
Prkd1,19.74,12.88,22.1,16.22,31.33,8.53,12.78,18.94,20.27,21.52,8.99,9.93
Lcp2,2.03,1.38,1.83,0.42,0.93,0.26,1.01,0.42,0.62,0.27,0.32,0.46
Cse1l,166.97,121.23,180.01,138.5,211.79,171.1,215.04,155.02,178.6,180.38,165.03,199.26
Naa20,49.58,28.42,66.17,30.9,47.35,26.61,46.55,49.36,39.01,33.76,24.36,29.23
Prkra,20.62,16.37,29.82,13.7,16.1,18.27,22.66,17.36,14.43,15.57,17.11,22.47
Fkbp7,41.4,28.64,52.64,26.03,34.66,36.54,52.75,40.86,34.99,28.45,40.46,49.08
Plekha3,12.09,9.8,15.44,8.35,11.51,9.8,13,9.05,11.18,10.76,10.97,10.66
Ykt6,43.49,27.73,54.72,25.55,47.43,29.13,42.74,47.76,50.92,39.97,29.5,31.34
Baz1b,116.51,71.44,108.49,52.36,110.45,66.53,106.19,58.97,96.22,95.27,86.04,77.62
Pex6,10.69,5.97,13.17,6.74,13.62,6.53,9.82,12.52,9.8,8.47,6.62,7.21
Mrpl2,64.12,41.37,68.02,50.37,53.66,60.59,88.89,72.36,66.35,45.58,42.75,55.62
Mea1,107.37,76.98,110.21,90.66,110.45,97.87,135.58,144.57,137.34,99.76,157.37,116.38
Gnmt,0.21,0.15,0.09,0.19,0.18,0.1,0.26,0.53,0.08,0.16,0.47,0.16
Grin2d,0.45,0.32,0.45,0.44,0.66,0.24,0.5,0.7,0.66,0.76,0.29,0.33
Kdelr1,83.25,56.3,78.55,53.22,74.4,52.1,75.32,72.17,77.23,56.98,67.3,57.52
Tmem143,6.16,5.09,5.75,6.31,7.73,5.25,5.91,7.27,8.59,7.85,3.68,7.02
Pdxk-ps,0.06,0,0.02,0,0.05,0,0,0.02,0.05,0.09,0.02,0.05
Ggct,17.58,16.18,24.7,33.14,41.64,31.81,36.26,63.47,33.37,33.72,69.1,48.68
Jag2,2.08,1.33,1.92,2.95,7.16,2.38,3.59,7.25,7.83,7.37,2.76,2.22
Btbd6,8.55,5.31,8.98,6.76,11.77,4.56,8.75,11.78,10.32,9.13,7.46,5.79
Nudt14,14.78,6.85,16.63,8.16,14.44,6.63,10.5,17.91,14.14,9.16,6.3,5.86
Epdr1,3.27,2.8,3.73,3.73,5.28,4.27,4.55,4.39,4.49,4.48,4.47,6.86
Flii,59.72,35.91,68.5,42.28,65.47,36.53,59.16,68.95,63.97,62.54,35.82,39.67
Top3a,15.03,8.29,15.99,6.93,18.29,10.6,19.15,9.17,16.69,12.17,23.06,16.04
Atg4d,7.02,5.75,7.69,6.53,8.78,6.35,9.57,8.54,6.96,7.93,8.99,7.4
Qtrt1,16.51,18.03,18.63,19.5,13.55,14.68,16.35,10.23,6.92,13.39,14.46,15.07
Plin4,0.04,0.03,0.02,0.02,0.05,0,0.02,0.01,0.04,0.02,0.02,0
Hdgfl2,93.21,55.42,113.35,53.45,95.58,57.27,105.44,118.98,139.85,93.42,60.74,59.41
Chaf1a,24.93,16.58,31.65,16.14,29.51,21.14,29.7,20.92,22.68,26.26,18.08,22.2
Adprh,21.17,13.93,23.99,12.94,17.25,18,25.03,19.09,15.79,16.03,20.56,21.32
Tmem39a,109.29,67.66,117.63,73.04,90.67,87.86,131.93,111.05,134.46,96.12,100.56,105.97
Timmdc1,16.47,10.77,22.51,14.36,28.85,17.03,24.15,21.29,18.58,17.3,20.75,20.26
Pla1a,0.65,0.53,0.52,1.25,0.94,1.63,1.24,0.47,0.55,0.55,0.48,1.29
Mcm2,88.9,109.49,97.65,87.59,110.08,137.03,142.53,70.14,79.97,127.13,95.24,129.99
Tpra1,19.37,11.64,20.07,10.15,15.11,8.6,16.13,18.04,18.67,13.14,7.99,11.42
Nab1,29.04,20.94,30.16,21.8,39.53,17,24.34,26.52,35.04,33.91,39.58,33.09
Adgre5,21.43,13.67,21.21,16,24.43,10.83,18.46,19.45,20.56,21.87,10.75,15.46
Il17ra,1.51,1.12,2.02,1.4,1.91,1.01,1.61,2.98,3.48,3.13,1.48,1.77
Lamb1,196.23,83.92,228.77,52.84,159.81,97.05,227.15,111.04,123.02,70.19,209.66,94.97
Kcnn1,1.53,0.6,0.91,1.14,1.11,0.74,0.43,0.81,0.65,1.74,1.54,1.14
Arrdc2,3.5,2.34,3.51,2.57,3.2,3.62,3.6,4.49,3.67,2.79,2.57,3
Ppp1r17,0.23,0.03,0.08,0,0,0,0,0.02,0.03,0,0,0
Cd36,11.71,8.69,12.69,5.11,8.74,4.72,7.64,3.5,4.58,5.53,7.68,9.89
Map2k7,53.48,35.52,48.81,29.22,45.54,34.64,52.58,30.19,37.75,44.89,62.92,53.26
Timm44,121.67,82.38,137.84,74.61,111.28,89.85,131.86,93.53,84.34,74.95,133.6,102.56
Ap2a2,39.08,21.9,42.35,20.55,40.41,24.02,37.59,26.39,32.27,29.37,32.52,28.58
Pnkp,8.76,6.1,12.08,7.04,9.14,5.72,10.3,10.66,8.89,9.16,8.03,8.98
Med25,31.28,21.25,30.81,21.4,28.92,22.05,29.16,22.78,22.27,32.74,21.8,27.53
Bcam,42.72,37.69,45.91,39.01,36.37,26.14,26.25,35.79,31,47.03,31.49,44.03
Clptm1,32.85,25.03,39.19,28.94,41.31,27.93,34.86,40.05,39.38,49.53,29.63,39.65
Relb,2.97,2.04,3.08,2.18,3.35,3.01,3.02,4.8,7.14,4.9,5.99,4.07
Tomm40,25.23,14.8,30.59,14.84,23.56,18.68,30.98,23.07,15.17,11.56,20.12,19.39
Apoe,220.36,170.57,188.65,186.75,236.46,114.16,171.56,222.44,159.15,147.22,121.68,145.11
Apoc2,1.54,1.6,0.73,2.52,5.94,2.89,3.8,11.74,24.28,8.29,18.26,11.3
Hbp1,112.53,77.01,120.21,82.62,163.08,84.17,115.12,85.92,110.2,109.69,135.13,131.34
Prkar2b,24.05,18.15,30.47,31.56,44.51,31.88,43.06,40.04,55.04,59.49,97.64,119.15
Cdkn1b,35.32,24.31,28.07,31.13,47.57,15.4,24.79,41.37,51.63,48.45,21.1,24.12
Klf4,2.07,1.39,2.49,1.81,3.42,2.53,4.43,2.06,2.96,2.64,5.21,5.54
Ap1m1,132.18,53.61,117.78,53.53,138.03,60.19,130.68,112.5,147.76,74.59,194.15,93.99
Rab8a,169.18,119.37,153.94,99.97,161.79,100.27,152.08,135.22,160.97,160.59,140.87,134.44
Hmgn2,447.33,492.95,516.41,438,364.66,481.93,404.17,340.89,288.08,457.39,406,429.71
Fam32a,42.49,32.61,47.21,34.82,48.8,31.13,37.33,43.35,42.69,42.88,31.27,33.77
Elf3,3.83,2.71,3.45,2.56,2.87,0.81,0.87,2.31,1.76,1.79,0.67,0.54
Cyp2c29,0,0,0,0,0,0,0,0,0,0,0,0
Stard3nl,34.81,24.32,39.5,17.39,32.22,23.46,40.06,30.94,19.57,20.51,24.63,22.31
Stk11,96.02,71.87,103.87,95.34,105.24,89.46,106.81,109.19,92.15,94.91,92.07,109.21
Efna2,15.02,10.35,15.5,10.5,15.78,9.14,12.83,15.92,13.51,10.83,11.61,10.5
Atp5d,49.35,28.06,72.34,34.31,61.82,33.9,46.98,71.52,50.29,42.87,35.24,33.03
